N_vals,throughput,stationary
1,1.0,0.0
2,1.0,0.0
3,2.0,0.0
4,1.0,0.0
5,1.0,0.0
6,2.0,0.0
7,1.0,0.0
8,1.0,0.0
9,1.0,0.0
10,2.0,0.0
11,1.0,0.0
12,1.0,0.0
13,2.0,0.0
14,1.0,0.0
15,2.0,0.0
16,0.0,0.0
17,1.0,0.0
18,2.0,0.0
19,1.0,0.0
20,1.0,0.0
21,2.0,0.0
22,1.0,0.0
23,2.0,0.0
24,1.0,0.0
25,1.0,0.0
26,1.0,0.0
27,1.0,0.0
28,2.0,0.0
29,1.0,0.0
30,2.0,0.0
31,1.0,0.0
32,1.0,0.0
33,1.0,0.0
34,2.0,0.0
35,1.0,0.0
36,1.0,0.0
37,2.0,0.0
38,0.0,0.0
39,2.0,0.0
40,2.0,0.0
41,1.0,0.0
42,1.0,0.0
43,1.0,0.0
44,2.0,0.0
45,1.0,0.0
46,2.0,0.0
47,1.0,0.0
48,1.0,0.0
49,1.0,0.0
50,1.0,0.0
51,2.0,0.0
52,1.0,0.0
53,2.0,0.0
54,1.0,0.0
55,1.0,0.0
56,2.0,0.0
57,1.0,0.0
58,1.0,0.0
59,1.0,0.0
60,1.0,0.0
61,2.0,0.0
62,2.0,0.0
63,0.0,0.0
64,2.0,0.0
65,1.0,0.0
66,2.0,0.0
67,1.0,0.0
68,0.0,0.0
69,2.0,0.0
70,1.0,0.0
71,1.0,0.0
72,3.0,0.0
73,0.0,0.0
74,2.0,0.0
75,2.0,0.0
76,1.0,0.0
77,0.0,0.0
78,1.0,0.0
79,3.0,0.0
80,1.0,0.0
81,1.0,0.0
82,1.0,0.0
83,1.0,0.0
84,3.0,0.0
85,0.0,0.0
86,0.0,0.0
87,3.0,0.0
88,1.0,0.0
89,1.0,0.0
90,0.0,0.0
91,4.0,0.0
92,0.0,0.0
93,1.0,0.0
94,1.0,0.0
95,3.0,0.0
96,0.0,0.0
97,1.0,0.0
98,3.0,0.0
99,0.0,0.0
100,1.0,0.0
101,1.0,0.0
102,1.0,0.0
103,1.0,0.0
104,2.0,0.0
105,2.0,0.0
106,2.0,0.0
107,0.0,0.0
108,2.0,0.0
109,1.0,0.0
110,0.0,0.0
111,3.0,0.0
112,0.0,0.0
113,2.0,0.0
114,1.0,0.0
115,1.0,0.0
116,2.0,0.0
117,2.0,0.0
118,1.0,0.0
119,1.0,0.0
120,1.0,0.0
121,1.0,0.0
122,2.0,0.0
123,1.0,0.0
124,1.0,0.0
125,3.0,0.0
126,2.0,0.0
127,0.0,0.0
128,1.0,0.0
129,1.0,0.0
130,2.0,0.0
131,0.0,0.0
132,0.0,0.0
133,3.0,0.0
134,3.0,0.0
135,0.0,0.0
136,1.0,0.0
137,2.0,0.0
138,1.0,0.0
139,1.0,0.0
140,2.0,0.0
141,0.0,0.0
142,1.0,0.0
143,3.0,0.0
144,0.0,0.0
145,1.0,0.0
146,2.0,0.0
