N_vals,throughput,stationary
1,0.0,0.0
2,2.0,0.0
3,1.0,0.0
4,1.0,0.0
5,2.0,0.0
6,0.0,0.0
7,2.0,0.0
8,0.0,0.0
9,2.0,0.0
10,1.0,0.0
11,1.0,0.0
12,2.0,0.0
13,1.0,0.0
14,1.0,0.0
15,1.0,0.0
16,1.0,0.0
17,0.0,0.0
18,2.0,0.0
19,2.0,0.0
20,1.0,0.0
21,0.0,0.0
22,2.0,0.0
23,1.0,0.0
24,0.0,0.0
25,1.0,0.0
26,0.0,0.0
27,2.0,0.0
28,3.0,0.0
29,1.0,0.0
30,0.0,0.0
31,2.0,0.0
32,0.0,0.0
33,2.0,0.0
34,0.0,0.0
35,2.0,0.0
36,1.0,0.0
37,1.0,0.0
38,2.0,0.0
39,0.0,0.0
40,1.0,0.0
41,2.0,0.0
42,1.0,0.0
43,0.0,0.0
44,2.0,0.0
45,1.0,0.0
46,2.0,0.0
47,2.0,0.0
48,0.0,0.0
49,2.0,0.0
50,0.0,0.0
51,1.0,0.0
52,2.0,0.0
53,1.0,0.0
54,0.0,0.0
55,1.0,0.0
56,2.0,0.0
57,1.0,0.0
58,1.0,0.0
59,2.0,0.0
60,1.0,0.0
61,1.0,0.0
62,1.0,0.0
63,1.0,0.0
64,1.0,0.0
65,2.0,0.0
66,0.0,0.0
67,1.0,0.0
68,0.0,0.0
69,3.0,0.0
70,1.0,0.0
71,2.0,0.0
72,0.0,0.0
73,1.0,0.0
74,0.0,0.0
75,2.0,0.0
76,1.0,0.0
77,2.0,0.0
78,0.0,0.0
79,2.0,0.0
80,0.0,0.0
81,2.0,0.0
82,1.0,0.0
83,2.0,0.0
84,1.0,0.0
85,1.0,0.0
86,1.0,0.0
87,0.0,0.0
88,0.0,0.0
89,1.0,0.0
90,3.0,0.0
91,1.0,0.0
92,2.0,0.0
93,0.0,0.0
94,2.0,0.0
95,2.0,0.0
96,2.0,0.0
97,0.0,0.0
98,1.0,0.0
99,0.0,0.0
100,0.0,0.0
101,2.0,0.0
102,0.0,0.0
103,3.0,0.0
104,1.0,0.0
105,1.0,0.0
106,2.0,0.0
107,2.0,0.0
108,0.0,0.0
109,0.0,0.0
110,3.0,0.0
111,1.0,0.0
112,0.0,0.0
113,2.0,0.0
114,0.0,0.0
115,2.0,0.0
116,1.0,0.0
117,1.0,0.0
118,0.0,0.0
119,2.0,0.0
120,1.0,0.0
121,1.0,0.0
122,1.0,0.0
123,2.0,0.0
124,1.0,0.0
125,2.0,0.0
126,1.0,0.0
127,1.0,0.0
128,1.0,0.0
129,0.0,0.0
130,2.0,0.0
131,0.0,0.0
132,1.0,0.0
133,3.0,0.0
134,2.0,0.0
135,1.0,0.0
136,1.0,0.0
137,0.0,0.0
138,3.0,0.0
139,1.0,0.0
140,2.0,0.0
141,0.0,0.0
142,0.0,0.0
